,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
0,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",70.0,"IMÓVEL IMPECÁVEL! L I N D A V I S T A M A R! <br><br>Área aproximada 70,00 m²;<br>01 Suítes (Vista Mar, Armários Projetados Fixos, Banheiro Box Vidro);<br>01 Dormitório (Vista Mar, Armários Projetados Fixos, Banheiro Box Vidro);<br>01 Sala de Estar / Jantar (Vista Mar);<br>01 Cozinha (Armários Projetados Fixos);<br>02 Vagas de Garagens (COBERTAS) Obs.: Bem ESPAÇOSA;<br><br>Condomínio incluso (Gás);",Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.72788,-38.495875,730,2700,110
1,"['FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'AIR_CONDITIONING', 'PARTY_HALL', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",60.0,"Apartamento Duplex 60 m2, com 02 suítes, totalmente mobiliado, com 01 vaga de garagem, em ótima localização(Meirelles). Com ar- condicionado nos quartos, andar alto, vista lateral mar, posição sol da manhã.<br>Pacote ALUGUEL/CONDOMÍNIO/IPTU: R$ 3.500,00<br>Já incluso no condomínio: água e gás.","Apartamento DUPLEX MOBILIADO, 02 suítes, em Meireles - Fortaleza - Ceará",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.727192,-38.490351,800,2500,200
2,"['AIR_CONDITIONING', 'PORCELAIN']",35.0,"ANDAR ALTO;<br>PISO EM PORCELANATO;<br>ILUMINAÇÃO EM LED;<br>TETO EM GESSO;<br>02 ARES CONDICIONADOS 18.000 BTU instalados;<br>01 VIDEO PORTEIRO; <br><br>LOCALIZAÇÃO ESPETACULAR!!!<br><br>Complexo Pátio Dom Luis, é um empreendimento completo. Além de um Centro comercial com espaço para 82 lojas, o complexo possui duas torres comerciais com 759 salas e duas torres residenciais com 92 apartamentos localizados na área mais nobre de Fortaleza.","Sala comercial, localização INENARRÁVEL / para aluguel tem 35m em Meireles - Fortaleza - Ceará",OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Meireles,-3.736109,-38.490084,575,2500,330
3,[],33.0,"Salas com piso em porcelanato bianco, com forro de gesso e iluminação prontos, no empreendimento mais lindo e moderno da Av Santos Dumont, bem no coração da Aldeota!<br>⠀<br>• 28 salas por andar;<br>• Heliponto;<br>• Elevadores inteligentes: 15 (sendo 01 panorâmico);<br>• Sistema de segurança eletrônico com equipamentos: alarme, câmeras digitais e sistema de gravação em HD;<br>• Academia;<br>• Auditório equipado;<br>• 8 pavimentos de garagem com estacionamento para quase mil veículos.",Scopa Platinum Corporate - Salas amplas com WC,OFFICE,1.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.733264,-38.50933,428,1750,1143
4,[],30.0,"COMPSA – COMPARTILHAMENTO DE SALAS: <br>I. MOBILIADAS OU A MOBILIAR <br>II. CUSTO ORÇAMENTADO POR HORA, EXPEDIENTES OU INTEGRAL <br>III. DESTINADO A PROFISSIONAIS LIBERAIS: ÁREA DE SAÚDE; ARQUITETO; ADVOGADOS; EMGENHEIROS; ADMINISTRADORES; CONTABILISTA ETC.<br>IV. OPÇÃO DE SERVIÇOS DE RECEPÇÃO E/OU BUROCRÁTICOS<br><br>Estrutura Física<br>1- Rampas de acesso, recepção corredores, portas e banheiros adaptados e plataforma de acessibilidade em atenção às pessoas com dificuldade de locomoção<br>2- 10 Salas com tamanhos entre 13 e 22m<br>3- 01 sala com banheiro privativo<br>4- 02 banheiros acessíveis na recepção, o feminino adaptado para crianças<br>5- 02 banheiros para profissionais e funcionários, um com área de banho<br>6- Cozinha: micro-ondas, cafeteira etc <br>7- Área de acolhimento infantil na recepção<br>8- Vagas de estacionamento na frente e lateral não privativas<br>9- Estacionamento comercial na frente da clínica<br><br>SALAS MOBILIADAS<br>O que está incluso no aluguel das salas mobiliadas:<br>1. Sala mobiliada com mobiliário novo, primeiro uso, com manutenção<br>2. Gaveta individualizada para material dos profissionais<br>3. Ar condicionado<br>4. Material básico de higiene nas salas: Papel toalha, Sabonete líquido e álcool gel<br>5. Energia<br>6. Luz<br>7. IPTU<br>8. Internet wireless nas salas e recepção, para profissionais e clientes<br>9. Limpeza diária<br><br>O que é opcional:<br>1. Trabalho de recepcionista, com agendamentos.<br>2. Impressora nas salas<br>3. Lençol rolo<br>4. Batas e/ou shorts descartáveis para área de saúde. <br>5. Disponibilidade de serviços complementares burocráticos a combinar<br><br> 1- Salas não mobiliadas<br>a. Tipo 1 <br>b. Tipos 2 e 3 <br>b. Com atendente e sem atendente<br>c. Valor a negociar<br> <br><br> Salas Mobiliadas <br>Tipo 1 <br>i. $30,00 a hora ou fração; <br>ii. Expediente manhã - Valor mensal<br> 01 expediente semanal = $470,00 por expediente; 02 expedientes semanais = $450,00 por expediente . A partir de 03 expedientes semanais – $430,00 por expediente<br>iii. Expediente Tarde - Valor mensal <br> 01 expediente semanal = $520,00 por expediente. 02 expedientes = $500 por expediente. A partir de 03 expedientes semanais - $480,00 por expediente<br>Tipo 2 <br>i. $40,00 a hora ou fração; <br>ii. Expediente manhã <br> 01 expediente semanal = $520,00 por expediente . 02 expedientes = $500,00 por expediente. A partir de 03 – $480,00 por expediente<br>iii. Expediente Tarde – 01 expediente semanal = $570,00 por expediente. 02 expedientes = $550 por expediente. A partir de 03 - $530,00 por expediente","COMPSA - Compartilhamento de Salas - Hora, Expediente ou Integral",OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.743591,-38.493051,0,500,0
5,['AIR_CONDITIONING'],15.0,"Alugamos salas de psicologia, psiquiatria e para demais profissionais da saúde (além de psicólogos, nutricionistas, terapeutas ocupacionais, etc) em excelente localização no BAIRRO DE FÁTIMA! <br><br>Clínica Halasana – <br>Muito conhecida e indicada no meio psi. Excelente tanto para profissionais experientes quanto para os que estão iniciando. <br>Realizamos indicações de pacientes de forma equitativa. <br>Planos de saúde: Cassi, cafaz e saúde caixa. <br><br>O aluguel contempla: Limpeza diária das salas, energia, água, wi-fi e todo o serviço de recepção. Não se preocupe com nada, apenas com atender. <br><br>Calção de apenas um mês, não é necessário fiador. <br><br>Super fácil de estacionar. <br><br>Turno de R$110,00 a R$250,00 já com condomínio incluso.<br>.<br>.<br>Whatsapp: <br>Fixo:",Sala/Conjunto para aluguel com 15 metros quadrados em José Bonifácio - Fortaleza - Ceará,OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,José Bonifácio,-3.743001,-38.528323,0,110,0
6,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'CONCIERGE_24H', 'CLOSET', 'GAMES_ROOM']",70.0,"Locação a partir de Setembro...<br>O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, piscina ao ar livre, academia, parquinho, sala de jogos, restaurante segurança 24h. Com supermercado, farmácias, ponto de ônibus vários restaurantes e bares no entorno.",Locação a partir de Setembro Apartamento de 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.721501,-38.50998,488,2400,90
7,"['SECURITY_CAMERA', 'GUEST_PARKING', 'PATROL', 'WATCHMAN', 'PORCELAIN']",20.0,"SALAS NO SHOPPING MARAPONGA MART MODA EXPANSÃO<br><br>-SALAS INDIVIDUAIS (a partir de R$ 900,00)<br><br>Obs: valores já incluso Condomínio e Água.",Sala comercial para aluguel em Maraponga - Fortaleza,OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Maraponga,-3.797153,-38.56412,0,900,0
8,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'SAUNA', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",35.0,"Localizado na Avenida Beira Mar, 3470 - Bairro Meireles - Fortaleza- CE , em frente a orla.<br><br>Com lindos móveis, cozinha totalmente equipada e Smart TV são apenas algumas das comodidades que você vai encontrar no interior deste apartamento. Quando estiver pronto para relaxar, você vai ficar feliz em descobrir que cada quarto vem com<br>colchões de qualidade superior. Nós cuidamos de tudo para que você possa simplesmente desfrutar sua estadia e se sentir em casa<br>More em um Blue Home da Blue Tree Hotels<br>Para sua maior comodidade possuímos os seguintes serviços para contratação em caso de necessidade (Café da manhã R$ 28,00 por pessoa, kit amenities R$ 10,00 . kit enxoval R$ 65,00, kit louças R$ 65,00).<br><br>Contato via whatsapp ou pelo telefone : ( esse número também é whats app )",Blue Home by Blue Tree na melhor localização de Fortaleza,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Mucuripe,-3.724583,-38.490135,1747,4428,225
9,[],33.0,"Conjunto de salas com tamanhos e layout diferenciados. Ultima sala para aluguel na Aldeota e serviços de sala mobiliada com a comodidade de um coworking. Inclusos para ambientes de trabalho mobiliados com projeto arquitetonico, atendimento exclusivo, infra estrutura de internet toda americana com 3 links de internet de empresas diferentes, localização de prestígio na Aldeota, escritórios completos com cadeiras confortáveis, mesas espaçosas e toda uma infraestrutura de escritório para que você trabalhe com muito conforto e praticidade.<br><br>Nossa estrutura conta com diversas salas privativas e espaços de trabalho - tudo isso forma um ambiente propício para networking!<br><br>Somando a essas vantagens, alugando uma sala conosco você não precisará se preocupar com a burocracia de contratos com imobiliária, neste valor esta incluso energia, aluguel, condomínio e IPTU..<br><br>Nós sabemos que tudo isso acarreta em uma grande burocracia e alto custo para a sua empresa. Por isso, com o Go! Offices você não precisará se preocupar com nada disso!<br><br>Além dessa facilidade, você estará em uma estrutura totalmente tranquila e segura, contando com portaria e segurança 24 horas.<br><br>Para completar, tornando-se um cliente do Go! Offices, você também terá acesso aos serviços de:<br><br>- Serviço de Recepção e Apoio Administrativo;<br>- Endereço Comercial;<br>- Endereço Fiscal;<br>- Serviço de Limpeza e Manutenção;<br>- Eventos de Network;<br>- Recebimento de Mercadorias e Documentos;<br><br>E alugando esta nossa sala até dia , você receberá três super benefícios:<br><br>- 3 Horas na Sala de Reunião;<br>- 50% de Desconto na Sala de Reunião;<br>- 50 Impressões Preto e Branco;<br><br>Entre em contato através do nosso chat para saber mais informações!<br>Preços a partir de R$1.590",Ambientes de trabalho mobiliados comerciais exclusivos para locação com tudo incluso na Aldeota,OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.735177,-38.506569,0,5100,0
10,[],42.0,"Excelente Flat no melhor ponto da Beira Mar de Fortaleza, dentro do hotel Blue Tree Towers",Flat para aluguel possui 42 metros quadrados com 1 quarto em Mucuripe - Fortaleza - Ceará,FLAT,1.0,1.0,1.0,RESIDENTIAL,1.0,Mucuripe,-3.724583,-38.490135,1200,2000,0
11,[],45.0,"Características mais importantes para as pesssoas hoje darem preferência para alugar um imóvel:<br><br>* Custo X benefício:<br>Quanto vc vai pagar e o que vc vai receber pelo que vc esta pagando.<br><br>* Localizacão:<br>Se vc tem acesso fácil supermercados, restaurantes, pizzaria com comida boa e barata, farmácias, centro da cidade, shoppings, beira mar, condução(ônibus), se tem tudo pertinho...<br><br>* Segurança<br><br>* Tranquilidade pra descansar e estudar.<br><br>* Se tem área de serviço(máquina de lavar roupas) e cozinha completa privativa dentro do seu apartamento.<br><br>* Ventilação, Sombra, Vista com lindo pôr do sol...<br><br>* Estacionamento pra carros e motos, se tem onde estacionar...<br><br>* Se é sem burocracias(aqui não obriga tempo de permanência, não perde caução, caução é apenas 400 reais).<br><br>* Se o imóvel é mobiliádo e as manutenções das mobílias é por conta do proprietário.<br><br>Nosso imóvel agrega tudo isso acima...por isso q as pessoas nos dam preferência...",Flat para aluguel possui 45 metros quadrados com 7 quartos em Aldeota - Fortaleza - Ceará,FLAT,36.0,36.0,36.0,RESIDENTIAL,5.0,Aldeota,-3.737047,-38.515952,0,1300,0
12,[],42.0,"R$1.500,00. ALUGO POR NO MÍNIMO 3 MESES. FLAT NA BEIRA MAR VIZINHO AO HOTEL GRAN MARQUISE. 42 M2. R$ 1.500,00. Condomínio R$ 1.100,00","R$ 1.500,00 FLAT NA BEIRA MAR, VIZINHO AO HOTEL GRAN MARQUISE. ALUGO POR NO MÍNIMO 3 MESES",FLAT,1.0,1.0,1.0,RESIDENTIAL,1.0,Mucuripe,-3.723675,-38.485608,1084,1500,0
13,['AMERICAN_KITCHEN'],70.0,"Imóvel com excelente localização próximo a farmácias, supermercados, posto de saúde, padarias, frigorífico, shopping via sul, igrejas, bancos e etc.",Apartamento de 70 metros quadrados no bairro Sapiranga com 2 quartos,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Sapiranga,-3.7304512,-38.5217989,40,730,16
14,['SERVICE_AREA'],52.0,"SALA , COZINHA, WC SOCIAL, 02 QUARTOS, ÁREA DE SERVIÇO, GARAGEM.<br><br>Ponto de Referência: Maternidade escola, Banco do Brasil<br><br>03 MESES DE CAUÇÃO OU FIADOR COM IMÓVEL PRÓPRIO","( Cod: 872 ) Rua Monsenhor Furtado, 1555, Cs. 05 , R.Teófilo",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.750654,-38.553274,0,750,0
15,['SERVICE_AREA'],78.0,"Bairro: Papicu<br><br>Ponto de Referência: Laboratório Clementino Fraga; Super Mercado São Luiz.<br><br>Descrição:<br><br>SALA DE VISITAS<br>COZINHA<br>02 QUARTOS SOCIAIS<br>01 SUÍTE<br>01 DEPENDÊNCIA<br>WC SOCIAL<br>GARAGEM<br>03 CAUÇÕES OU FIADOR.<br><br>*VALOR PARA VENDA R$ 400.000,00<br><br>(85) 3231.6101 / / /","( Cód: J-112) Rua José Carlos Gurgel, 210, Ap. 402 ? Papicu",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Vicente Pinzon,-3.7304512,-38.5217989,800,600,0
16,"['POOL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'PLAYGROUND', 'PARTY_HALL', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",52.0,"*ATENÇÃO: O IMÓVEL ENCONTRA-SE DISPONÍVEL.<br><br>ÁREA PRIVATIVA - 52m², 2 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA AMERICANA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA.<br><br>ÁREA DE LAZER<br><br>Piscina, Salão de Festas, Playground.<br><br>CONTATO COMERCIAL:<br><br>IMOBILIÁRIA IDEA - (85) 98615.4943 - ZAP","Apartamento na Messejana / Barroso - Fortaleza - Locação - R$ 960,00",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Messejana,-3.824789,-38.50838,0,960,0
17,"['GARDEN', 'PETS_ALLOWED']",150.0,"Excelente Casa para Locação na Sapiranga!!!<br>Localização espetacular... 2 quadaras da Whashigtons Soares... Rua segura e tranquila....<br><br>Casaq Ampla com Jardim, Garagem , Área de Serviço, DCE e mais...<br><br>Muito boa para residência ou comércio!!!",Excelente Casa para Locação na Sapiranga!!!,HOME,2.0,1.0,1.0,RESIDENTIAL,4.0,Sapiranga,-3.798141,-38.477066,0,2400,0
18,[],81.0,"Alugo Lindo apartamento, 3 quartos , todo mobiliado, projetado e decorado , com 81 m2 , 2 vagas de garagem, condominio com piscina, academia , brinquedoteca, playground, churrasqueira na melhor localização de fortaleza.<br>Contrato minimo 12 meses.<br><br>Diego Leitao -","Lindo ap 3 quartos todo mobiliado, projetado e decorado",APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Centro,-3.725845,-38.513336,400,4400,200
19,"['FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'SPA', 'SAUNA', 'ELECTRONIC_GATE']",66.0,"O apartamento está localizado no bairro Meireles tem 60 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros<br>Possui academia, espaço para festas.<br>Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.<br>Fica em um condomínio fechado.<br>Já tem os móveis incluídos.",Apartamento para aluguel tem 60 metros quadrados com 1 quarto em Meireles - Fortaleza - CE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Meireles,-3.725613,-38.501889,500,3700,1700
20,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'CINEMA', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",217.0,"O apartamento está localizado no bairro Meireles possui 217 metros quadrados com 4 quartos sendo 3 suites e 1 banheiro<br>Possui área de fitness, espaço gourmet, espaço jardinado, parquinho com diferentes brinquedos, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.<br>Elevador que garante o transporte das suas malas e compras.<br>Fica em um condomínio fechado.",Apartamento para aluguel tem 217 metros quadrados com 4 quartos em Meireles - Fortaleza - CE,APARTMENT,4.0,3.0,3.0,RESIDENTIAL,4.0,Meireles,-3.731829,-38.494853,2000,6900,873
21,"['AMERICAN_KITCHEN', 'GARDEN', 'ELECTRONIC_GATE']",50.0,"Apartamento com sala grande, cozinha americana, dependência de serviço, 1 quarto com banheiro (Blindex) reversível. Acabamento de primeira. Edifício com praça interna e lindo jardim. Próximo à Av. Monsenhor Tabosa e Praia de Iracema. Informações: - Horário comercial<br><br>Dúvidas Frequentes:<br><br>-Aluguel: R$ 960,00 à 1.100,00, a depender da unidade<br>-Garagem: R$ 30,00/mês<br>-Forma de garantia: caução (3 vezes o valor do aluguel)<br>-O andar do apartamento fica à sua escolha","Ed. Coração de Jesus - 1 quarto, 50m² - (Próx. à Av. Monsenhor Tabosa e Praia de Iracema)",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Centro,-3.725432,-38.515384,285,960,250
22,[],37.0,"O apartamento no bairro Cocó com 37 metros quadrados, tipo Studiun, com 1 quarto e 1 banheiro, cozinha varanda, só móveis fixos.",Apartamento para aluguel tem 37 metros quadrados com 1 quarto em Cocó - Fortaleza - Ce,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Cocó,-3.744798,-38.481175,342,2200,0
23,[],118.0,"5 unidades disponíveis!<br><br>Descrição do imóvel:<br><br>Área privativa 118,00m², 03 suítes, lavabo, sala para 02 ambientes com varanda, cozinha tradicional com armários, área de serviço, 02 vagas de garagem, 02 elevadores, 02 aptos por andar, dependência de empregada, entrada de serviço, gás encanado, piso granito, nascente total.<br><br>Móveis fixos na cozinha.<br>Móveis fixos e box nos banheiros. <br>Guarda roupa em todos os quartos.<br> <br><br>Localização privilegiada, a 100m do supermercado Carrefour da Avenida Barão de Studart.<br><br>Sala de Estar e Jantar;<br>Cozinha Americana;<br>Área de Serviço;<br>Varanda Social;<br>Lavabo;<br>Dependência Completa de Empregada;<br>Entrada de Serviço;<br>Piso Granito.<br><br>Vaga(s) de Garagem: 02.<br><br>Área Comum:<br><br>Guarita Elevada;<br>Portão Automático;<br>Espaço Gourmet;<br>Cerca Elétrica;<br>Portaria 24hs;<br>Jardim;<br>Hall Social Decorado;<br>Salão de Festas.<br><br>Gostou? Entre em contato pelo telefone - Thiago.",FORTALEZA - Apartamento Padrão - Joaquim Távora,APARTMENT,2.0,3.0,3.0,RESIDENTIAL,3.0,Joaquim Távora,-3.7304512,-38.5217989,1000,1600,200
24,"['PETS_ALLOWED', 'AMERICAN_KITCHEN']",55.0,"Apartamento (55m²) com 02 quartos, sala, cozinha, area de serviço, sem vaga para veículo<br><br>* água e luz individual<br> trabalhamos com apenas 02 cauções <br> (85) 9 9788.7883 Lorena - apenas zap",excelente apartamento no bairro jardim america,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Jardim América,-3.751972,-38.544409,0,830,0
25,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'PLAYGROUND', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'LAUNDRY', 'CINEMA', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'ELECTRONIC_GATE']",53.0,Apto no Condomínio Bosque das Acacias<br><br>Fale conosco e more em um local c/ uma super infraestrutura ao redor<br><br>9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301<br><br>Apto c/ 02 quartos 01 suite 01 wc social Varanda 01 vaga<br><br>Área de lazer completíssima Academia Piscina Lavanderia Coworking e muito mais...,Que tal morar com a comodidade de ter o Shopping Riomar Kenedy na porta de casa,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Presidente Kennedy,-3.72391,-38.567366,400,1809,0
26,[],70.0,"Diária R$ 250,00 , taxa de limpeza R$ 150,00 , energia R$1,50 kwh. Apartamento está localizado no bairro praia de Iracema possui 70 metros quadrados com 2 quartos sendo 1 suite e 2 banheiroso Esta acomodação está a 1 minuto de caminhada da praia. Com vista da cidade, o Porto de Iracema Residence, em Fortaleza, oferece acomodações, piscina ao ar livre, bar, jardim e terraço. Os pontos de interesse famosos próximos ao Porto de Iracema Residence incluem Iracema, a Praia do Meireles e o Centro Cultural Dragão do Mar. O aeroporto mais próximo é o Aeroporto Pinto Martins, a 12 km da acomodação.",Apartamento para diária com 70 metros quadrados com 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.722029,-38.510623,0,250,0
27,"['GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM', 'DEPOSIT', 'PETS_ALLOWED']",58.0,"Prédio novo (Sem taxa de condomínio)<br>Apartamento tipo 1 - 42m² / 2 - 46m² / 3 - 58m² <br>2 quartos (1 suíte)<br>Sala <br>100% porcelanato<br>Cozinha arejada<br>Wc social com box<br>1 vagas de garagem<br>A 100 metros da Edilson brasil soares (prox. mercantil, escola, farmácia, clinica).",Apartamento Residencial Capri,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Sapiranga-Coité,-3.790187,-38.470803,0,1000,0
28,"['RECREATION_AREA', 'CONCIERGE_24H', 'PARTY_HALL']",90.0,"Excelente apartamento para locação no bairro Vila União com aproximadamente 90m², em ótima localização. Possui 03 quartos, sendo 03 suítes, sala de estar/ jantar, cozinha, área de serviço, varanda na sala e na suíte. Área de lazer com deck, piscinas, salão de festas, academia e brinquedoteca.",Apartamento para locação com 90 m² com 3 suítes em Vila União - Fortaleza - CE,APARTMENT,1.0,3.0,3.0,RESIDENTIAL,3.0,Vila União,-3.766614,-38.537496,434,2000,95
29,[],150.0,"IMÓVEL COMERCIAL EM UMA LOCALIZAÇÃO SENSACIONAL! <br><br>Região promissora!<br>Rua Osvaldo Cruz, 1286<br><br>01 quadra da Av. Santos Dummont<br>Por trás do Edifício BS DESIGN<br>Pertinho do Supermercado Frangolandia<br><br>- Características do Imóvel<br>Área total: 150 metros<br>Ampla frente/fachada com bastante visibilidade para sua empresa<br>Recuo com estacionamento<br>Rampa de acesso<br>Recepção com 02 ambientes<br>Vitrine<br>Imóvel todo pintado com muitos pontos elétricos e spots<br>04 salas internas <br>02 Banheiros<br>01 copa com pia<br><br>ESPAÇO ADAPTÁVEL PARA QUALQUER TIPO DE NEGÓCIO<br><br>Venha instalar a sua empresa aqui! <br>OPORTUNIDADE ÚNICA!<br>Agende agora sua visita!","IMÓVEL COMERCIAL NA RUA OSVALDO CRUZ, ALDEOTA",HOME,3.0,0.0,0.0,COMMERCIAL,4.0,Aldeota,-3.736931,-38.500903,0,4200,0
30,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'BARBECUE_BALCONY', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'SECURITY_CABIN', 'RECREATION_AREA', 'BUILTIN_WARDROBE', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'INTERNET_ACCESS', 'CLOSET', 'AMERICAN_KITCHEN', 'ELECTRIC_GENERATOR', 'INTERCOM', 'LAUNDRY', 'TOYS_PLACE', 'SECURITY_CAMERA', 'SAFETY_CIRCUIT', 'SERVICE_ENTRANCE', 'ENTRANCE_HALL', 'WHIRLPOOL', 'RECEPTION', 'DRESS_ROOM2', 'WATCHMAN', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'GAMES_ROOM', 'BLINDEX_BOX', 'STAIR', 'SEA_VIEW']",127.0,"Belíssima cobertura com vista panorâmica para o mar 127 m2 50 metros beira mar 100% mobiliada. 100% projetado. Meireles 50 metros da Beira Mar. Sala para dois ambientes, cozinha americana planejada, com jacuzzi e churrasqueira. A cobertura duplex está localizado no bairro Meireles com 127 metros quadrados com 3 quartos sendo 3 suítes e 3 banheiros, hidromassagem, churrasqueira, chuveirão:<br>Prédio com piscina, academia, salão de festa, seguranaça 24 horas, camêras em tempo real, próximo de tudo,",Cobertura duplex 3 suítes Vista Mar 50 mts Beira Mar,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Meireles,-3.72711,-38.497674,1200,14000,0
31,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'LAUNDRY', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'CINEMA', 'SAUNA']",401.0,"O apartamento no bairro Meireles tem 401 metros quadrados com 4 quartos sendo 4 suites e 6 banheiros<br>Possui academia, salão de festas, espaço jardinado, espaço gourmet, área de recreação infantil.<br>Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva, curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.<br>Elevador que garante o transporte das suas malas e compras.<br>Fica em um condomínio fechado.<br>Já tem os móveis incluídos.",Apartamento para venda possui 401 metros quadrados com 4 quartos em Meireles - Fortaleza - CE,APARTMENT,5.0,4.0,4.0,RESIDENTIAL,4.0,Meireles,-3.726588,-38.500821,2500,16000,1000
