,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
0,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",70.0,"IMÓVEL IMPECÁVEL! L I N D A V I S T A M A R! <br><br>Área aproximada 70,00 m²;<br>01 Suítes (Vista Mar, Armários Projetados Fixos, Banheiro Box Vidro);<br>01 Dormitório (Vista Mar, Armários Projetados Fixos, Banheiro Box Vidro);<br>01 Sala de Estar / Jantar (Vista Mar);<br>01 Cozinha (Armários Projetados Fixos);<br>02 Vagas de Garagens (COBERTAS) Obs.: Bem ESPAÇOSA;<br><br>Condomínio incluso (Gás);",Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.72788,-38.495875,730,2700,110
1,"['FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'AIR_CONDITIONING', 'PARTY_HALL', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",60.0,"Apartamento Duplex 60 m2, com 02 suítes, totalmente mobiliado, com 01 vaga de garagem, em ótima localização(Meirelles). Com ar- condicionado nos quartos, andar alto, vista lateral mar, posição sol da manhã.<br>Pacote ALUGUEL/CONDOMÍNIO/IPTU: R$ 3.500,00<br>Já incluso no condomínio: água e gás.","Apartamento DUPLEX MOBILIADO, 02 suítes, em Meireles - Fortaleza - Ceará",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.727192,-38.490351,800,2500,200
6,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'CONCIERGE_24H', 'CLOSET', 'GAMES_ROOM']",70.0,"Locação a partir de Setembro...<br>O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, piscina ao ar livre, academia, parquinho, sala de jogos, restaurante segurança 24h. Com supermercado, farmácias, ponto de ônibus vários restaurantes e bares no entorno.",Locação a partir de Setembro Apartamento de 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.721501,-38.50998,488,2400,90
8,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'SAUNA', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",35.0,"Localizado na Avenida Beira Mar, 3470 - Bairro Meireles - Fortaleza- CE , em frente a orla.<br><br>Com lindos móveis, cozinha totalmente equipada e Smart TV são apenas algumas das comodidades que você vai encontrar no interior deste apartamento. Quando estiver pronto para relaxar, você vai ficar feliz em descobrir que cada quarto vem com<br>colchões de qualidade superior. Nós cuidamos de tudo para que você possa simplesmente desfrutar sua estadia e se sentir em casa<br>More em um Blue Home da Blue Tree Hotels<br>Para sua maior comodidade possuímos os seguintes serviços para contratação em caso de necessidade (Café da manhã R$ 28,00 por pessoa, kit amenities R$ 10,00 . kit enxoval R$ 65,00, kit louças R$ 65,00).<br><br>Contato via whatsapp ou pelo telefone : ( esse número também é whats app )",Blue Home by Blue Tree na melhor localização de Fortaleza,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Mucuripe,-3.724583,-38.490135,1747,4428,225
10,[],42.0,"Excelente Flat no melhor ponto da Beira Mar de Fortaleza, dentro do hotel Blue Tree Towers",Flat para aluguel possui 42 metros quadrados com 1 quarto em Mucuripe - Fortaleza - Ceará,FLAT,1.0,1.0,1.0,RESIDENTIAL,1.0,Mucuripe,-3.724583,-38.490135,1200,2000,0
11,[],45.0,"Características mais importantes para as pesssoas hoje darem preferência para alugar um imóvel:<br><br>* Custo X benefício:<br>Quanto vc vai pagar e o que vc vai receber pelo que vc esta pagando.<br><br>* Localizacão:<br>Se vc tem acesso fácil supermercados, restaurantes, pizzaria com comida boa e barata, farmácias, centro da cidade, shoppings, beira mar, condução(ônibus), se tem tudo pertinho...<br><br>* Segurança<br><br>* Tranquilidade pra descansar e estudar.<br><br>* Se tem área de serviço(máquina de lavar roupas) e cozinha completa privativa dentro do seu apartamento.<br><br>* Ventilação, Sombra, Vista com lindo pôr do sol...<br><br>* Estacionamento pra carros e motos, se tem onde estacionar...<br><br>* Se é sem burocracias(aqui não obriga tempo de permanência, não perde caução, caução é apenas 400 reais).<br><br>* Se o imóvel é mobiliádo e as manutenções das mobílias é por conta do proprietário.<br><br>Nosso imóvel agrega tudo isso acima...por isso q as pessoas nos dam preferência...",Flat para aluguel possui 45 metros quadrados com 7 quartos em Aldeota - Fortaleza - Ceará,FLAT,36.0,36.0,36.0,RESIDENTIAL,5.0,Aldeota,-3.737047,-38.515952,0,1300,0
12,[],42.0,"R$1.500,00. ALUGO POR NO MÍNIMO 3 MESES. FLAT NA BEIRA MAR VIZINHO AO HOTEL GRAN MARQUISE. 42 M2. R$ 1.500,00. Condomínio R$ 1.100,00","R$ 1.500,00 FLAT NA BEIRA MAR, VIZINHO AO HOTEL GRAN MARQUISE. ALUGO POR NO MÍNIMO 3 MESES",FLAT,1.0,1.0,1.0,RESIDENTIAL,1.0,Mucuripe,-3.723675,-38.485608,1084,1500,0
13,['AMERICAN_KITCHEN'],70.0,"Imóvel com excelente localização próximo a farmácias, supermercados, posto de saúde, padarias, frigorífico, shopping via sul, igrejas, bancos e etc.",Apartamento de 70 metros quadrados no bairro Sapiranga com 2 quartos,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Sapiranga,-3.7304512,-38.5217989,40,730,16
14,['SERVICE_AREA'],52.0,"SALA , COZINHA, WC SOCIAL, 02 QUARTOS, ÁREA DE SERVIÇO, GARAGEM.<br><br>Ponto de Referência: Maternidade escola, Banco do Brasil<br><br>03 MESES DE CAUÇÃO OU FIADOR COM IMÓVEL PRÓPRIO","( Cod: 872 ) Rua Monsenhor Furtado, 1555, Cs. 05 , R.Teófilo",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.750654,-38.553274,0,750,0
15,['SERVICE_AREA'],78.0,"Bairro: Papicu<br><br>Ponto de Referência: Laboratório Clementino Fraga; Super Mercado São Luiz.<br><br>Descrição:<br><br>SALA DE VISITAS<br>COZINHA<br>02 QUARTOS SOCIAIS<br>01 SUÍTE<br>01 DEPENDÊNCIA<br>WC SOCIAL<br>GARAGEM<br>03 CAUÇÕES OU FIADOR.<br><br>*VALOR PARA VENDA R$ 400.000,00<br><br>(85) 3231.6101 / / /","( Cód: J-112) Rua José Carlos Gurgel, 210, Ap. 402 ? Papicu",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Vicente Pinzon,-3.7304512,-38.5217989,800,600,0
16,"['POOL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'PLAYGROUND', 'PARTY_HALL', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",52.0,"*ATENÇÃO: O IMÓVEL ENCONTRA-SE DISPONÍVEL.<br><br>ÁREA PRIVATIVA - 52m², 2 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA AMERICANA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA.<br><br>ÁREA DE LAZER<br><br>Piscina, Salão de Festas, Playground.<br><br>CONTATO COMERCIAL:<br><br>IMOBILIÁRIA IDEA - (85) 98615.4943 - ZAP","Apartamento na Messejana / Barroso - Fortaleza - Locação - R$ 960,00",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Messejana,-3.824789,-38.50838,0,960,0
17,"['GARDEN', 'PETS_ALLOWED']",150.0,"Excelente Casa para Locação na Sapiranga!!!<br>Localização espetacular... 2 quadaras da Whashigtons Soares... Rua segura e tranquila....<br><br>Casaq Ampla com Jardim, Garagem , Área de Serviço, DCE e mais...<br><br>Muito boa para residência ou comércio!!!",Excelente Casa para Locação na Sapiranga!!!,HOME,2.0,1.0,1.0,RESIDENTIAL,4.0,Sapiranga,-3.798141,-38.477066,0,2400,0
18,[],81.0,"Alugo Lindo apartamento, 3 quartos , todo mobiliado, projetado e decorado , com 81 m2 , 2 vagas de garagem, condominio com piscina, academia , brinquedoteca, playground, churrasqueira na melhor localização de fortaleza.<br>Contrato minimo 12 meses.<br><br>Diego Leitao -","Lindo ap 3 quartos todo mobiliado, projetado e decorado",APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Centro,-3.725845,-38.513336,400,4400,200
19,"['FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'SPA', 'SAUNA', 'ELECTRONIC_GATE']",66.0,"O apartamento está localizado no bairro Meireles tem 60 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros<br>Possui academia, espaço para festas.<br>Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.<br>Fica em um condomínio fechado.<br>Já tem os móveis incluídos.",Apartamento para aluguel tem 60 metros quadrados com 1 quarto em Meireles - Fortaleza - CE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Meireles,-3.725613,-38.501889,500,3700,1700
20,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'CINEMA', 'DISABLED_ACCESS', 'COWORKING', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",217.0,"O apartamento está localizado no bairro Meireles possui 217 metros quadrados com 4 quartos sendo 3 suites e 1 banheiro<br>Possui área de fitness, espaço gourmet, espaço jardinado, parquinho com diferentes brinquedos, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.<br>Elevador que garante o transporte das suas malas e compras.<br>Fica em um condomínio fechado.",Apartamento para aluguel tem 217 metros quadrados com 4 quartos em Meireles - Fortaleza - CE,APARTMENT,4.0,3.0,3.0,RESIDENTIAL,4.0,Meireles,-3.731829,-38.494853,2000,6900,873
21,"['AMERICAN_KITCHEN', 'GARDEN', 'ELECTRONIC_GATE']",50.0,"Apartamento com sala grande, cozinha americana, dependência de serviço, 1 quarto com banheiro (Blindex) reversível. Acabamento de primeira. Edifício com praça interna e lindo jardim. Próximo à Av. Monsenhor Tabosa e Praia de Iracema. Informações: - Horário comercial<br><br>Dúvidas Frequentes:<br><br>-Aluguel: R$ 960,00 à 1.100,00, a depender da unidade<br>-Garagem: R$ 30,00/mês<br>-Forma de garantia: caução (3 vezes o valor do aluguel)<br>-O andar do apartamento fica à sua escolha","Ed. Coração de Jesus - 1 quarto, 50m² - (Próx. à Av. Monsenhor Tabosa e Praia de Iracema)",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Centro,-3.725432,-38.515384,285,960,250
22,[],37.0,"O apartamento no bairro Cocó com 37 metros quadrados, tipo Studiun, com 1 quarto e 1 banheiro, cozinha varanda, só móveis fixos.",Apartamento para aluguel tem 37 metros quadrados com 1 quarto em Cocó - Fortaleza - Ce,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Cocó,-3.744798,-38.481175,342,2200,0
23,[],118.0,"5 unidades disponíveis!<br><br>Descrição do imóvel:<br><br>Área privativa 118,00m², 03 suítes, lavabo, sala para 02 ambientes com varanda, cozinha tradicional com armários, área de serviço, 02 vagas de garagem, 02 elevadores, 02 aptos por andar, dependência de empregada, entrada de serviço, gás encanado, piso granito, nascente total.<br><br>Móveis fixos na cozinha.<br>Móveis fixos e box nos banheiros. <br>Guarda roupa em todos os quartos.<br> <br><br>Localização privilegiada, a 100m do supermercado Carrefour da Avenida Barão de Studart.<br><br>Sala de Estar e Jantar;<br>Cozinha Americana;<br>Área de Serviço;<br>Varanda Social;<br>Lavabo;<br>Dependência Completa de Empregada;<br>Entrada de Serviço;<br>Piso Granito.<br><br>Vaga(s) de Garagem: 02.<br><br>Área Comum:<br><br>Guarita Elevada;<br>Portão Automático;<br>Espaço Gourmet;<br>Cerca Elétrica;<br>Portaria 24hs;<br>Jardim;<br>Hall Social Decorado;<br>Salão de Festas.<br><br>Gostou? Entre em contato pelo telefone - Thiago.",FORTALEZA - Apartamento Padrão - Joaquim Távora,APARTMENT,2.0,3.0,3.0,RESIDENTIAL,3.0,Joaquim Távora,-3.7304512,-38.5217989,1000,1600,200
24,"['PETS_ALLOWED', 'AMERICAN_KITCHEN']",55.0,"Apartamento (55m²) com 02 quartos, sala, cozinha, area de serviço, sem vaga para veículo<br><br>* água e luz individual<br> trabalhamos com apenas 02 cauções <br> (85) 9 9788.7883 Lorena - apenas zap",excelente apartamento no bairro jardim america,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Jardim América,-3.751972,-38.544409,0,830,0
25,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'PLAYGROUND', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'LAUNDRY', 'CINEMA', 'GAMES_ROOM', 'DISABLED_ACCESS', 'COWORKING', 'ELECTRONIC_GATE']",53.0,Apto no Condomínio Bosque das Acacias<br><br>Fale conosco e more em um local c/ uma super infraestrutura ao redor<br><br>9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301<br><br>Apto c/ 02 quartos 01 suite 01 wc social Varanda 01 vaga<br><br>Área de lazer completíssima Academia Piscina Lavanderia Coworking e muito mais...,Que tal morar com a comodidade de ter o Shopping Riomar Kenedy na porta de casa,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Presidente Kennedy,-3.72391,-38.567366,400,1809,0
26,[],70.0,"Diária R$ 250,00 , taxa de limpeza R$ 150,00 , energia R$1,50 kwh. Apartamento está localizado no bairro praia de Iracema possui 70 metros quadrados com 2 quartos sendo 1 suite e 2 banheiroso Esta acomodação está a 1 minuto de caminhada da praia. Com vista da cidade, o Porto de Iracema Residence, em Fortaleza, oferece acomodações, piscina ao ar livre, bar, jardim e terraço. Os pontos de interesse famosos próximos ao Porto de Iracema Residence incluem Iracema, a Praia do Meireles e o Centro Cultural Dragão do Mar. O aeroporto mais próximo é o Aeroporto Pinto Martins, a 12 km da acomodação.",Apartamento para diária com 70 metros quadrados com 2 quartos em Meireles - Fortaleza - Ceará,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.722029,-38.510623,0,250,0
27,"['GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM', 'DEPOSIT', 'PETS_ALLOWED']",58.0,"Prédio novo (Sem taxa de condomínio)<br>Apartamento tipo 1 - 42m² / 2 - 46m² / 3 - 58m² <br>2 quartos (1 suíte)<br>Sala <br>100% porcelanato<br>Cozinha arejada<br>Wc social com box<br>1 vagas de garagem<br>A 100 metros da Edilson brasil soares (prox. mercantil, escola, farmácia, clinica).",Apartamento Residencial Capri,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Sapiranga-Coité,-3.790187,-38.470803,0,1000,0
28,"['RECREATION_AREA', 'CONCIERGE_24H', 'PARTY_HALL']",90.0,"Excelente apartamento para locação no bairro Vila União com aproximadamente 90m², em ótima localização. Possui 03 quartos, sendo 03 suítes, sala de estar/ jantar, cozinha, área de serviço, varanda na sala e na suíte. Área de lazer com deck, piscinas, salão de festas, academia e brinquedoteca.",Apartamento para locação com 90 m² com 3 suítes em Vila União - Fortaleza - CE,APARTMENT,1.0,3.0,3.0,RESIDENTIAL,3.0,Vila União,-3.766614,-38.537496,434,2000,95
30,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'GOURMET_BALCONY', 'BARBECUE_BALCONY', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'SECURITY_CABIN', 'RECREATION_AREA', 'BUILTIN_WARDROBE', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'INTERNET_ACCESS', 'CLOSET', 'AMERICAN_KITCHEN', 'ELECTRIC_GENERATOR', 'INTERCOM', 'LAUNDRY', 'TOYS_PLACE', 'SECURITY_CAMERA', 'SAFETY_CIRCUIT', 'SERVICE_ENTRANCE', 'ENTRANCE_HALL', 'WHIRLPOOL', 'RECEPTION', 'DRESS_ROOM2', 'WATCHMAN', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'GAMES_ROOM', 'BLINDEX_BOX', 'STAIR', 'SEA_VIEW']",127.0,"Belíssima cobertura com vista panorâmica para o mar 127 m2 50 metros beira mar 100% mobiliada. 100% projetado. Meireles 50 metros da Beira Mar. Sala para dois ambientes, cozinha americana planejada, com jacuzzi e churrasqueira. A cobertura duplex está localizado no bairro Meireles com 127 metros quadrados com 3 quartos sendo 3 suítes e 3 banheiros, hidromassagem, churrasqueira, chuveirão:<br>Prédio com piscina, academia, salão de festa, seguranaça 24 horas, camêras em tempo real, próximo de tudo,",Cobertura duplex 3 suítes Vista Mar 50 mts Beira Mar,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Meireles,-3.72711,-38.497674,1200,14000,0
31,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'LAUNDRY', 'DISABLED_ACCESS', 'ELECTRONIC_GATE', 'CINEMA', 'SAUNA']",401.0,"O apartamento no bairro Meireles tem 401 metros quadrados com 4 quartos sendo 4 suites e 6 banheiros<br>Possui academia, salão de festas, espaço jardinado, espaço gourmet, área de recreação infantil.<br>Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva, curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.<br>Elevador que garante o transporte das suas malas e compras.<br>Fica em um condomínio fechado.<br>Já tem os móveis incluídos.",Apartamento para venda possui 401 metros quadrados com 4 quartos em Meireles - Fortaleza - CE,APARTMENT,5.0,4.0,4.0,RESIDENTIAL,4.0,Meireles,-3.726588,-38.500821,2500,16000,1000
32,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'LAUNDRY', 'CINEMA', 'GAMES_ROOM', 'SAUNA', 'SPA', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",70.0,"Apartamento com 03 Suites Mobiliadas, projetadas e climatizadas, com varada vista mar.<br><br>Area de Lazer completa com academia profissinal, piscina esportiva e muito mais.<br><br>agende agora mesmo a sua visita através do whatsapp da Imobiliaria Conceito's International.",Praia de Iracema Novo Mobiliado Vista Mar Fortaleza Ceara,APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Praia de Iracema,-3.721737,-38.51633,650,3300,3200
34,['PETS_ALLOWED'],131.0,"A casas não está forrada, mas apropriada para moradia.",Casa para aluguel com 131 metros quadrados com 2 quartos em Barroso - Fortaleza - CE,HOME,1.0,0.0,0.0,RESIDENTIAL,2.0,Barroso,-3.817041,-38.508714,0,400,50
35,['GATED_COMMUNITY'],25.0,"O apartamento está localizado no bairro Edson Queiroz possui 25 metros quadrados com 1 quarto e 1 banheiro, Condomínio fechado. Sem vaga de Garagem<br>Alugue com dois meses de caução<br>Sem pesquisa SPC e SERASA<br>Contrato de 12 meses<br><br>PAGUE:<br>ALUGUEL R$ 600,00<br>CAGECE <br>ENEL<br><br>VISITA COM O Sr. CARLOS ALBERTO 98728.9931 OI e ZAP<br><br>Creci 2996 F CE","Kitinet ao Lado da Unifor, Forum, NAMI, Unifor, no Edson Queiroz, Sem burocracia e sem Cadastro.",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Edson Queiroz,-3.772677,-38.477462,0,600,0
36,"['PETS_ALLOWED', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'SERVICE_BATHROOM', 'LARGE_KITCHEN', 'LARGE_ROOM', 'SERVICE_ENTRANCE', 'WALLS_GRIDS', 'CORNER_PROPERTY']",95.0,"-O apartamento está localizado no bairro Meireles com 95 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros.<br>- A poucos metros da orla de Fortaleza.<br>- A poucos metros do aterro da Praia de Iracema.<br>- Próximo a farmácias, supermercados, posto de gasolina.<br>- Apto grande, com ampla sala, quartos amplos, cozinha ampla.","Apartamento Praia de Iracema, 3 quartos, Av. Historiador Raimundo Girao, apto grande.",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.720722,-38.512695,0,1490,0
37,"['PETS_ALLOWED', 'GOURMET_BALCONY']",220.0,"Próxima ao Nildobox Supermercado!!!<br><br>Casa - 220m², 6 Quartos sendo 2 Suítes com Closet, 2 Salas de Estar, Sala de Jantar, Cozinha Ampla, 2 Wcs Sociais, Áreas de Serviço, Varandão, Quintal, 5 vagas.<br><br>CONTATO COMERCIAL:<br><br>IMOBILIÁRIA IDEA - (85) 98615.4943 - ZAP","Super Casa Duplex na Sumaré / Passaré - Locação - R$ 2.800,00",HOME,5.0,2.0,2.0,RESIDENTIAL,6.0,Passaré,-3.801931,-38.532972,0,2800,0
38,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",52.0,"IMPERDÍVEL! Excelente apartamento para locação no térreo com 52m², 02 quartos sendo 01 suíte, 01 wc social, cozinha americana, sala, varanda, 01 vaga de garagem. Área de lazer completa com piscina, quadra poliesportiva, churrasqueira, playground, porteiro físico, cerca elétrica.",Excelente apartamento para locação com 02 quartos no José Valter,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Prefeito José Walter,-3.830788,-38.535257,260,800,0
41,"['AMERICAN_KITCHEN', 'PETS_ALLOWED', 'FURNISHED', 'ELECTRONIC_GATE']",45.0,"Próximos à Praia de Iracema, Av. Monsenhor Tabosa, Sebrae, Caixa Económica Federal, Maercado Central, Colégio Militar (inicio bairro aldeota),Centro Dragão do Mar de Arte e Cultura, Mercado dos Pinhões (polo cultural e gastronómico),padarias, Supermercados Pinheiro e Pão de Açúcar, Farmácias e Hospital Cira D'Ares/São Camilo. Imóvel arejado com frente para nascente. Câmaras de segurança em todo o prédio. Com mobilia: área 45m²- até 02 pessoas. Ar condicionado, TV, Geladeira, Fogão, Cama de Casal, Guarda Roupa, Sofá e Armário. Aluguel mensal: Antecipado- R$ 1.200,00. Caução para energia R$ 300,00, será devolvida no final do contrato. Sem mobilia: área 45m²- até 02 pessoas, aluguel mensal R$ 800,00. Caução para energia R$ 200,00. Não cobramos água, condominio, internet e IPTU. Não exigimos fiador. Estacionamento a 50 m do prédio. Tratar: Sérgio - -",Apartamento para aluguel tem 45 metros quadrados com 1 quarto. Até 3 pessoas,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Centro,-3.726289,-38.517078,0,1200,0
43,['PETS_ALLOWED'],100.0,"Av. Domingos Olímpio, 1921 – Benfica<br><br>Ponto de Referência:<br><br>Hospital da Policia Militar, 04 quarteirões da Av. Bezerra de Menezes.<br><br>Descrição:<br><br>SALA DE VISITAS; SALA DE JANTAR; COZINHA; ÁREA DE SERVIÇO; 02 QUARTOS SOCIAIS; 01 SUÍTE; 01 BANHEIRO SOCIAL; QUINTAL; GARAGEM; IMÓVEL POSSUI DORMITÓRIOS NO FUNDO DA CASA (SEM BANHEIRO)<br><br>03 CAUÇÕES OU FIADOR<br><br>(85) 3231.6101 / / /","(D-112/01) Av. Domingos Olimpio, 1921 – Benfica",HOME,1.0,1.0,1.0,RESIDENTIAL,3.0,Benfica,-3.733739,-38.540511,0,1600,0
44,"['BEDROOM_WARDROBE', 'GATED_COMMUNITY', 'PETS_ALLOWED']",80.0,"Alugo amplo apartamento composto por sala, quartos, suíte, cozinha, banheiro, e varanda. <br><br>Endereço: Avenida Pontes Viera, 1377",Aluga apartamento na Av. Pontes Vieira,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Dionisio Torres,-3.7304512,-38.5217989,120,1100,0
46,"['SERVICE_AREA', 'BALCONY', 'PETS_ALLOWED']",85.0,"Rua Conego Pinto de Mendonça, 152 A ? Parquelândia<br><br>Pontos de referência: Próximo ao Dom Espeto da Jovita Feitosa.<br><br>Sala de visitas com varanda<br>Cozinha americana<br>02 quartos sociais<br>Banheiro social<br>Área de Serviço<br>Garagem<br>Água e luz individuais.<br>03 MESES DE CAUÇÃO OU FIADOR COM IMÓVEL PRÓPRIO QUITADO.<br><br>(85) 3231.6101 / / /","( Cód: C-106) Rua Conego Pinto Mendonça, 152 Altos ? Parquelandia",HOME,1.0,0.0,0.0,RESIDENTIAL,2.0,Parque Araxá,-3.734785,-38.545907,0,900,232
47,"['PETS_ALLOWED', 'AMERICAN_KITCHEN']",55.0,"O apartamento disponível para alugar no bairro Rodolfo Teófilo, apartamento amplo com 55m² com 2 quartos, sala de estar/jantar, cozinha americana, banheiro e área de serviço, além de uma localização privilegiada a pouco metros do hospital Walter Cantídio, Estação de Metrô, bancos, farmácias, supermercados, academias e comércio em geral.<br><br>Obs.: Valor do aluguel já inclui água, não cobramos condomínio e não tem estacionamento.",Apartamento com 2 quarto proximo ao Hs. Walter Cantídio,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.750363,-38.552163,0,800,0
48,"['SERVICE_AREA', 'GATED_COMMUNITY']",70.0,"SALA, COZINHA, 02 QUARTOS, BANHEIRO SOCIAL, ÁREA DE SERVIÇO E GARAGEM (VERIFICAR DISPONIBILIDADE) .<br><br>Ponto de Referência: 01 Quarteirão da Jovita Feitosa e prox a UFC.<br><br>*03 MESES DE CAUÇÃO OU FIADOR","( Cod: 740) Rua 21 De Abril, 820, Ap. 201 ? Alagadiço",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Pici,-3.743207,-38.567024,0,700,0
49,[],70.0,"Apartamento no bairro Meireles aproximadamente 70 m² com 2 quartos sendo 1 suíte e 2 banheiros. No prédio dispõe de salão de festas e elevadores. Próximo aos Shoppings Avenida, Aldeota e Shopping Del Passeo, Farmácias e Bancos.",Apartamento no bairro Meireles aproximadamente 70 m².,APARTMENT,2.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.733229,-38.496439,730,1800,84
